# energy, temperature
1.000029069243048951e+02,0.000000000000000000e+00
9.209472253349079551e+01,0.000000000000000000e+00
8.235900404789543927e+01,0.000000000000000000e+00
8.296304304750681524e+01,0.000000000000000000e+00
6.551416013966165508e+01,0.000000000000000000e+00
9.611388739196743813e+01,0.000000000000000000e+00
1.355477209946970447e+02,0.000000000000000000e+00
6.855811013260044717e+01,0.000000000000000000e+00
6.670851494218798905e+01,0.000000000000000000e+00
1.736632635182342881e+02,0.000000000000000000e+00
7.913443632339019018e+01,0.000000000000000000e+00
1.705321743677520772e+02,0.000000000000000000e+00
6.858576087817368716e+01,0.000000000000000000e+00
7.367689898056418940e+01,0.000000000000000000e+00
8.589861763681558671e+01,0.000000000000000000e+00
2.236012661061278379e+02,0.000000000000000000e+00
6.213795266929075467e+01,0.000000000000000000e+00
7.780643707661293718e+01,0.000000000000000000e+00
4.284964686209250431e+02,0.000000000000000000e+00
6.048061118931169489e+01,0.000000000000000000e+00
1.002284903240501421e+02,0.000000000000000000e+00
7.411564553559175295e+01,0.000000000000000000e+00
1.672963988985290769e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.020618454883675952e+01,0.000000000000000000e+00
8.960546800206259377e+01,0.000000000000000000e+00
6.681207877998356537e+01,0.000000000000000000e+00
5.676753663278721262e+01,0.000000000000000000e+00
8.905082617914692378e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.155953490318026979e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.007931480938215429e+01,0.000000000000000000e+00
7.196355255552936114e+01,0.000000000000000000e+00
7.708164164707878285e+01,0.000000000000000000e+00
8.857853420994810278e+01,0.000000000000000000e+00
6.381540394999341714e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.085885116674500495e+01,0.000000000000000000e+00
7.130479895333515117e+01,0.000000000000000000e+00
1.008656491058447386e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.245772111781947444e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.883204030934984985e+01,0.000000000000000000e+00
6.714031164633321680e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
5.866219255108978814e+01,0.000000000000000000e+00
8.651698952240946028e+01,0.000000000000000000e+00
8.899258125775004657e+01,0.000000000000000000e+00
4.422144750874081183e+02,0.000000000000000000e+00
6.845148113078067809e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.524425544369495356e+01,0.000000000000000000e+00
6.733995173108969823e+01,0.000000000000000000e+00
7.175367952290693552e+01,0.000000000000000000e+00
6.174189895056807842e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
9.947433240240921748e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.019497003861171436e+01,0.000000000000000000e+00
5.988489985624400447e+01,0.000000000000000000e+00
7.612933241068246559e+01,0.000000000000000000e+00
6.579429884312685317e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.453614011465925273e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.203960095340773080e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.357650503229594818e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.047156281579125903e+01,0.000000000000000000e+00
6.874386121875279798e+01,0.000000000000000000e+00
6.643597190211183090e+01,0.000000000000000000e+00
7.671577633031613175e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
9.947433240240921748e+01,0.000000000000000000e+00
6.471248675900723413e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.170089959378713331e+02,0.000000000000000000e+00
4.479392324708668980e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.792103567642480755e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.764411915514442342e+01,0.000000000000000000e+00
7.645462373833896663e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.170923579147891758e+01,0.000000000000000000e+00
6.246894129004923713e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.176361589633899030e+02,0.000000000000000000e+00
6.759226020413353808e+01,0.000000000000000000e+00
1.059530414498520088e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.479354927080789253e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.587143103652194043e+01,0.000000000000000000e+00
7.318884095278303903e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.771283338045051892e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.991642173777640323e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.462250971997575277e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.215542046088151551e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.519663560683643766e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.412740472367812004e+02,0.000000000000000000e+00
1.059849193044327080e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.704352569350594138e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.127200835878975482e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.820040697782224015e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
8.512448205778335364e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.281224700087781798e+01,0.000000000000000000e+00
4.404278433213004291e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
8.291617657797631580e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.558031511170737815e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.427142122158912230e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
9.861309834490306514e+01,0.000000000000000000e+00
4.375609072421453334e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.658851429114859855e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.226421414075920069e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.340533031430195479e+02,0.000000000000000000e+00
1.006457150670737235e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
8.684297606163643479e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.015278396904703726e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
8.921823298057903173e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
